code,species_name
IILEF28890,BUCCains - Oak Skeletonizer Moth (Bucculatrix ainsliella) - SU
IILEF28390,BUCCangu - a ribbed cocoon-maker moth (Bucculatrix angustata) - SU
IILEF28900,BUCCcana - Birch Skeletonizer (Bucculatrix canadensisella) - SU
IILEF28160,BUCCcune - a ribbed cocoon-maker moth (Bucculatrix cuneigera) - SU
IILEF28950,BUCCfusi - a ribbed cocoon-maker moth (Bucculatrix fusicola) - SU
IILEF28030,BUCCmont - a ribbed cocoon-maker moth (Bucculatrix montana) - SU
IILEF28820,BUCCparo - a ribbed cocoon-maker moth (Bucculatrix paroptila) - SU
IILEF28940,BUCCpomi - a ribbed cocoon-maker moth (Bucculatrix pomifoliella) - SU
IILEF28720,BUCCquin - a ribbed cocoon-maker moth (Bucculatrix quinquenotella) - SU
IILEF28460,BUCCsexn - a ribbed cocoon-maker moth (Bucculatrix sexnotata) - SU
IILEF2G010,CALLdent - a moth (Callisto denticulella) - SU
IILEF29040,CALOalni - a gracillariid moth (Caloptilia alnicolella) - SU
IILEF29050,CALOalni - Alder Leafminer (Caloptilia alnivorella) - SU
IILEF29070,CALOanth - a Gracillariid Moth (Caloptilia anthobaphes) - SU
IILEF29080,CALOaspl - a gracillariid moth (Caloptilia asplenifoliatella) - SU
IILEF29130,CALObetu - a Gracillariid Moth (Caloptilia betulivora) - SU
IILEF29140,CALObima - Maple Caloptilia Moth (Caloptilia bimaculatella) - SU
IILEF29180,CALOcana - a gracillariid moth (Caloptilia canadensisella) - SU
IILEF29190,CALOcorn - a gracillariid moth (Caloptilia cornusella) - SU
IILEF29200,CALOcoro - a Gracillariid Moth (Caloptilia coroniella) - SU
IILEF29230,CALOflav - Wax Myrtle Leafminer (Caloptilia flavella) - SU
IILEF29280,CALOinva - Cherry Leaf-cone Caterpillar Moth (Caloptilia invariabilis) - SU
IILEF29450,CALOpulc - a Gracillariid Moth (Caloptilia pulchella) - SU
IILEF29480,CALOrhod - a gracillariid moth (Caloptilia rhodorella) - SU
IILEF29490,CALOrhoi - Sumac Leafblotch Miner Moth (Caloptilia rhoifoliella) - SU
IILEF29560,CALOsero - Black Cherry Leafcone (Caloptilia serotinella) - SU
IILEF29580,CALOstig - Willow Leafcone Caterpillar (Caloptilia stigmatella) - SU
IILEF29600,CALOsupe - a gracillariid moth (Caloptilia superbifrontella) - SU
IILEF29620,CALOvacc - a gracillariid moth (Caloptilia vacciniella) - SNA
IILEF2T010,CAMEacer - Maple Leaf Blotch Miner Moth (Cameraria aceriella) - SU
IILEF2T150,CAMEcory - Hazel Blotchminer (Cameraria corylisella) - SNR
IILEF2T200,CAMEgutt - Poison Ivy Leafminer (Cameraria guttifinitella) - SU
IILEF2T220,CAMEhama - Witchhazel Leafminer (Cameraria hamameliella) - SU
IILEF2T310,CAMEpict - a gracillariid moth (Cameraria picturatella) - SU
IILEF2T330,CAMEquer - a gracillariid moth (Cameraria quercivorella) - SU
IILEF2U010,CHRYoste - Yellow Locust Blotchminer (Chrysaster ostensackenella) - SU
IILEF36310,COLEmuri - a casebearer moth (Coleophora murinella) - SU
IILEF1J020,DAHLtriq - a casebearer moth (Dahlica triquetrella) - SNA
IILEF0J010,DRYAvisa - a fungus moth (Dryadaula visaliella) - SU
IILEF29640,GRACsyri - Lilac Leafminer Moth (Gracillaria syringella) - SNA
IILEF09060,HOMOcost - a clothes moth (Homosetia costisignella) - SU
IILEF09080,HOMOfasc - a clothes moth (Homosetia fasciella) - SU
IILEF21050,LYONprun - a leafminer moth (Lyonetia prunifoliella) - SU
IILEF2S670,MACRrobi - Locust Leaf Miner (Macrosaccus robiniella) - SNR
IILEF2B020,MICRoccu - a gracillariid moth (Micrurapteryx occulta) - SNR
IILEF17020,MONOdors - Skunkback Monopis Moth (Monopis dorsistrigella) - SU
IILEF17080,MONOlaev - Skin Moth (Monopis laevigella) - SU
IILEF17110,MONOmona - White-headed Monopis Moth (Monopis monachella) - SNA
IILEF17070,MONOspil - a fungus moth (Monopis spilotella) - SU
IILEF01110,NEMAophr - a clothes moth (Nemapogon ophrionella) - SU
IILEF01140,NEMAtylo - a clothes moth (Nemapogon tylodes) - SU
IILEF01150,NEMAvari - a clothes moth (Nemapogon variatella) - SU
IILEF14030,NIDIsabr - Sabrosky's Niditinea (Niditinea sabroskyi) - SU
IILEF24010,PARAalbe - Cottonwood Leafminer (Paraleucoptera albella) - SU
IILEF2C080,PAREpenn - a Gracillariid Moth (Parectopa pennsylvaniella) - SU
IILEF2C090,PAREplan - a gracillariid moth (Parectopa plantaginisella) - SNR
IILEF2C100,PARErobi - Locust Digitate Leafminer Moth (Parectopa robiniella) - SU
IILEF2H240,PARObetu - a gracillariid moth (Parornix betulae) - SU
IILEF2H060,PAROcrat - Thornapple Leafminer (Parornix crataegifoliella) - SU
IILEF2H070,PAROdubi - a gracillariid moth (Parornix dubitella) - SU
IILEF2H120,PAROkalm - Laurel Leafminer (Parornix kalmiella) - SU
IILEF2H150,PAROpere - a leafminer (Parornix peregrinaella) - SU
IILEF2H230,PAROvici - a gracillariid moth (Parornix vicinella) - SU
IILEF2W030,PHYLinsi - a leaf blotch miner moth (Phyllocnistis insignis) - SU
IILEF2W090,PHYLpopu - Aspen Serpentine Leafminer (Phyllocnistis populiella) - SU
IILEF2S800,PHYLappa - Aspen Leaf Blotch Miner (Phyllonorycter apparella) - SU
IILEF2S140,PHYLbasi - a Gracillariid Moth (Phyllonorycter basistrigella) - SU
IILEF2S160,PHYLblan - Spotted Tentiform Leafminer Moth (Phyllonorycter blancardella) - SNA
IILEF2S210,PHYLcomp - a Gracillariid Moth (Phyllonorycter comptoniella) - SU
IILEF2S220,PHYLcrat - Apple Blotch Leafminer Moth (Phyllonorycter crataegella) - SU
IILEF2S260,PHYLdive - Huckleberry Leafminer (Phyllonorycter diversella) - SU
IILEF2S270,PHYLembe - a gracillariid moth (Phyllonorycter emberizaepenella) - SNA
IILEF2S400,PHYLlede - Labrador Tea Leaf Miner (Phyllonorycter ledella) - SNR
IILEF2S420,PHYLluci - Lesser Maple Leaf Blotch Miner Moth (Phyllonorycter lucidicostella) - SU
IILEF2S840,PHYLmaes - a gracillariid moth (Phyllonorycter maestingella) - SNR
IILEF2S470,PHYLmart - a Gracillariid Moth (Phyllonorycter martiella) - SU
IILEF2S580,PHYLostr - Wrinkled Hophornbeam Blotchminer (Phyllonorycter ostryaefoliella) - SU
IILEF2S610,PHYLprop - Cherry Blotch Miner Moth (Phyllonorycter propinquinella) - SU
IILEF2S630,PHYLrest - Beech Leafminer (Phyllonorycter restrictella) - SU
IILEF2S710,PHYLscud - a Gracillariid Moth (Phyllonorycter scudderella) - SU
IILEF2S760,PHYLtrin - Red Maple Blotchminer (Phyllonorycter trinotella) - SU
IILEF1K010,PSYCcast - Common Bagworm Moth (Psyche casta) - SNA
IILEF1J010,SIEDwals - Walsh's Microbagworm (Siederia walshella) - SU
IILEF13040,TINEcolu - a clothes moth (Tinea columbariella) - SNA
IILEF1B010,TINEbiss - Webbing Clothes Moth (Tineola bisselliella) - SU
IILEG4P040,AGNIprun - a moth (Agnippe prunifoliella) - SU
IILEG15470,AGONaren - Brindled Flat-body (Agonopterix arenella) - SNA
IILEG15360,AGONargi - a grass miner moth (Agonopterix argillacea) - SU
IILEG15100,AGONatro - Beggartick Leaffolder (Agonopterix atrodorsella) - SU
IILEG15250,AGONcana - Canadian Agonopterix Moth (Agonopterix canadensis) - SU
IILEG15240,AGONcili - a grass miner moth (Agonopterix ciliella) - SNA
IILEG15050,AGONcurv - Curved-line Agonopterix Moth (Agonopterix curvilineella) - SU
IILEG15270,AGONflav - a grass miner moth (Agonopterix flavicomella) - SU
IILEG15030,AGONlyth - a grass miner moth (Agonopterix lythrella) - SU
IILEG15130,AGONpulv - Goldenrod Leafffolder (Agonopterix pulvipennella) - SU
IILEG15290,AGONrobi - Four-dotted Agonopterix Moth (Agonopterix robiniella) - SU
IILEG15230,AGONrosa - a grass miner moth (Agonopterix rosaciliella) - SU
IILEG15150,AGONwals - Walsingham's Agonopterix Moth (Agonopterix walsinghamella) - SU
IILEG6D040,ANACconc - a twirler moth (Anacampsis conclusella) - SU
IILEG6D080,ANACinno - Dark-headed Aspen Leafroller (Anacampsis innocuella) - SU
IILEG6D140,ANACnive - Pale-headed Aspen Leafroller (Anacampsis niveopulvella) - SU
IILEG6D170,ANACpopu - a twirler moth (Anacampsis populella) - SNA
IILEG6D190,ANACrhoi - a twirler moth (Anacampsis rhoifructella) - SU
IILEG0H040,ANTAleuc - Pale Gray Bird-dropping Moth (Antaeotricha leucillana) - SU
IILEG0H010,ANTAschl - Schlaeger's Fruitworm Moth (Antaeotricha schlaegeri) - SU
IILEG4K130,ARISfung - a twirler moth (Aristotelia fungivorella) - SU
IILEGUNK01,ARISivae - a twirler moth (Aristotelia ivae) - SNA
IILEG4K370,ARISrubi - a twirler moth (Aristotelia rubidella) - SU
IILEG60030,AROGargu - a twirler moth (Aroga argutiola) - SU
IILEG60080,AROGepig - a twirler moth (Aroga epigaeella) - SU
IILEG60170,AROGtria - Red-striped Fireworm (Aroga trialbamaculella) - SU
IILEG2Y010,ASAPaphi - a twirler moth (Asaphocrita aphidiella) - SU
IILEG2Y120,ASAPestr - a twirler moth (Asaphocrita estriatella) - SU
IILEG6C030,BATTnigr - a twirler moth (Battaristis nigratomella) - SU
IILEG03010,BIBAalle - Bog Bibarrambla Moth (Bibarrambla allenella) - SU
IILEG2U020,BLASflor - a gelechioid moth (Blastobasis floridella) - SU
IILEG2V010,BLASpulc - a gelechioid moth (Blastobasis pulchella) - SU
IILEG3D010,BLASbicr - a moth (Blastodacna bicristatella) - SNA
IILEG3D040, - a palm moth (Blastodacna sp. nr. bicristatella) - SU
IILEG5G110,BRYObran - a twirler moth (Bryotropha branella) - SU
IILEG5G060,BRYOgeme - a twirler moth (Bryotropha gemella) - SU
IILEG5G080,BRYOhodg - a twirler moth (Bryotropha hodgesi) - SU
IILEG5G050,BRYOplan - a twirler moth (Bryotropha plantariella) - SU
IILEG5G020,BRYOsimi - a twirler moth (Bryotropha similis) - SU
IILEG55030,CARPbela - a twirler moth (Carpatolechia belangerella) - SU
IILEG5R010,CARYcass - A Twirler Moth (Caryocolum cassella) - SU
IILEG5R030,CARYpull - a twirler moth (Caryocolum pullatella) - SU
IILEG5X070,CHIOaren - a twirler moth (Chionodes arenella) - SU
IILEG5X160,CHIOcont - Spring Oak Leafroller Moth (Chionodes continuella) - SU
IILEG5X230,CHIOfond - a twirler moth (Chionodes fondella) - SU
IILEG5X240,CHIOform - a twirler moth (Chionodes formosella) - SU
IILEG5X260,CHIOfusc - a twirler moth (Chionodes fuscomaculella) - SU
IILEG5X270,CHIOgilv - a twirler moth (Chionodes gilvomaculella) - SU
IILEG5X320,CHIOirid - A Twirler Moth (Chionodes iridescens) - SU
IILEG5X370,CHIOlugu - A Twirler Moth (Chionodes lugubrella) - SU
IILEG5X400,CHIOmedi - Black-smudged Chionodes Moth (Chionodes mediofuscella) - SU
IILEG5X460,CHIOobsc - Boxelder Leafworm Moth (Chionodes obscurusella) - SU
IILEG5X730,CHIOprae - a twirler moth (Chionodes praeclarella) - SU
IILEG5X810,CHIOprae - A Twirler Moth (Chionodes praeco) - SU
IILEG5X820,CHIOsatt - A Twirler Moth (Chionodes sattleri) - SU
IILEG5X0B0,CHIOsote - a twirler moth (Chionodes soter) - SU
IILEG5X660,CHIOthor - Leafroller (Chionodes thoraceochrella) - SU
IILEG5X700,CHIOvidu - A Twirler Moth (Chionodes viduella) - SU
IILEG3E020,GLYPlinn - Linden Bark Borer Moth (Chrysoclista linneella) - SNA
IILEG4F010,CHRYdrur - Goosefoot Leafminer Moth (Chrysoesthia drurella) - SNA
IILEG4F030,CHRYsexg - Orache Leafminer Moth (Chrysoesthia sexguttella) - SNA
IILEG36960,COLEacum - a casebearer moth (Coleophora acuminatoides) - SU
IILEG36260,COLEaffi - a casebearer moth (Coleophora affiliatella) - SU
IILEG36050,COLEalbo - a casebearer moth (Coleophora albovanescens) - SU
IILEG36450,COLEalni - a casebearer moth (Coleophora alnifoliae) - SU
IILEG362B0,COLEatri - a casebearer moth (Coleophora atriplicis) - SU
IILEG360J0,COLEbene - a casebearer moth (Coleophora benestrigatella) - SU
IILEG36820,COLEbide - a casebearer moth (Coleophora bidens) - SU
IILEG360Z0,COLEbisp - a casebearer moth (Coleophora bispinatella) - SU
IILEG36210,COLEcana - a casebearer moth (Coleophora canadensisella) - SU
IILEG36470,COLEcomp - Birch Casebearer Moth (Coleophora comptoniella) - SU
IILEG361B0,COLEconc - a casebearer moth (Coleophora concolorella) - SU
IILEG361H0,COLEcont - a casebearer moth (Coleophora contrariella) - SU
IILEG360H0,COLEcrat - Streaked Coleophora Moth (Coleophora cratipennella) - SU
IILEG36300,COLEcret - a casebearer moth (Coleophora cretaticostella) - SU
IILEG361T0,COLEdeau - a casebearer moth (Coleophora deauratella) - SNA
IILEG361L0,COLEdent - a casebearer moth (Coleophora dentiferoides) - SU
IILEG36860,COLEdetr - a casebearer moth (Coleophora detractella) - SU
IILEG36850,COLEdext - a casebearer moth (Coleophora dextrella) - SU
IILEG36280,COLEdiss - a casebearer moth (Coleophora dissociella) - SU
IILEG36790,COLEdupl - a casebearer moth (Coleophora duplicis) - SU
IILEG360Y0,COLEfagi - a casebearer moth (Coleophora fagicorticella) - SU
IILEG36230,COLEgayl - a casebearer moth (Coleophora gaylussaciella) - SU
IILEG360W0,COLEglau - a casebearer moth (Coleophora glaucicolella) - SU
IILEG361A0,COLEglis - a casebearer moth (Coleophora glissandella) - SU
IILEG36840,COLEinte - a casebearer moth (Coleophora intermediella) - SU
IILEG36200,COLEkalm - a casebearer moth (Coleophora kalmiella) - SU
IILEG36370,COLEkear - a casebearer moth (Coleophora kearfottella) - SU
IILEG36530,COLElari - Larch Casebearer Moth (Coleophora laricella) - SNA
IILEG360U0,COLElatr - a casebearer moth (Coleophora latronella) - SU
IILEG36100,COLElaur - a casebearer moth (Coleophora laurentella) - SU
IILEG36330,COLEledi - a casebearer moth (Coleophora ledi) - SU
IILEG36940,COLElitt - a casebearer moth (Coleophora littorella) - SU
IILEG361J0,COLEmari - a casebearer moth (Coleophora maritella) - SU
IILEG361F0,COLEmayr - Metallic Coleophora Moth (Coleophora mayrella) - SNA
IILEG36630,COLEmcdu - a casebearer moth (Coleophora mcdunnoughiella) - SU
IILEG36270,COLEmult - a casebearer moth (Coleophora multicristatella) - SU
IILEG36880,COLEnemo - a casebearer moth (Coleophora nemorella) - SU
IILEG36510,COLEpalu - a casebearer moth (Coleophora paludoides) - SU
IILEG36340,COLEpers - a casebearer moth (Coleophora persimplexella) - SU
IILEG36180,COLEprun - Cherry Casebearer Moth (Coleophora pruniella) - SU
IILEG36890,COLEpube - a casebearer moth (Coleophora puberuloides) - SU
IILEG360A0,COLEquad - a casebearer moth (Coleophora quadrilineella) - SU
IILEG36920,COLEquad - a casebearer moth (Coleophora quadruplex) - SU
IILEG36580,COLErosa - a casebearer moth (Coleophora rosacella) - SU
IILEG36090,COLErosa - a casebearer moth (Coleophora rosaefoliella) - SU
IILEG36680,COLErosa - a casebearer moth (Coleophora rosaevorella) - SU
IILEG36900,COLErugo - a casebearer moth (Coleophora rugosae) - SU
IILEG36320,COLErupe - a casebearer moth (Coleophora rupestrella) - SU
IILEG36220,COLEsali - a casebearer moth (Coleophora salicivorella) - SU
IILEG36950,COLEsali - a casebearer moth (Coleophora salinoidella) - SU
IILEG36670,COLEsemi - a casebearer moth (Coleophora seminella) - SU
IILEG36550,COLEserr - Cigar Casebearer Moth (Coleophora serratella) - SNA
IILEG360X0,COLEsexd - a casebearer moth (Coleophora sexdentatella) - SU
IILEG36770,COLEsimu - a casebearer moth (Coleophora simulans) - SU
IILEG361W0,COLEspin - Apple-and-Plum Casebearer Moth (Coleophora spinella) - SNA
IILEG361E0,COLEtrif - Large Clover Casebearer Moth (Coleophora trifolii) - SNA
IILEG36760,COLEtrip - a casebearer moth (Coleophora triplicis) - SU
IILEG36290,COLEvacc - a casebearer moth (Coleophora vacciniivorella) - SU
IILEG36730,COLEvers - a casebearer moth (Coleophora versurella) - SNA
IILEG36250,COLEvibu - a casebearer moth (Coleophora viburniella) - SU
IILEG4U060,COLEatru - Spruce Micromoth (Coleotechnites atrupictella) - SU
IILEG4U200,COLEduch - a twirler moth (Coleotechnites ducharmei) - SU
IILEG4U400,COLEpice - Orange Spruce Needleminer (Coleotechnites piceaella) - SU
IILEG4U420,COLEquer - a twirler moth (Coleotechnites quercivorella) - SU
IILEG4U430,COLEresi - a twirler moth (Coleotechnites resinosae) - SU
IILEG4U460,COLEthuj - Brown Cedar Leafminer Moth (Coleotechnites thujaella) - SU
IILEG3J240,COSMclem - Clemens' Cosmopterix Moth (Cosmopterix clemensella) - SU
IILEG3J270,COSMfern - Fernald's Cosmopterix Moth (Cosmopterix fernaldella) - SU
IILEG05090,DEPRalie - a grass miner moth (Depressaria alienella) - SU
IILEG05040,DEPRcine - a grass miner moth (Depressaria cinereocostella) - SU
IILEG05250,DEPRdepr - Purple Carrot-seed Moth (Depressaria depressana) - SNA
IILEG05050,DEPRradi - Parsnip Webworm (Depressaria radiella) - SNA
IILEG6U030,DICHbilo - Bilobed Dichomeris Moth (Dichomeris bilobella) - SU
IILEG6S020,DICHbipu - a twirler moth (Dichomeris bipunctella) - SU
IILEG6S170,DICHcaia - a twirler moth (Dichomeris caia) - SU
IILEG6S210,DICHcopa - Copa Dichomeris Moth (Dichomeris copa) - SU
IILEG6U070,DICHflav - Cream-edged Dichomeris Moth (Dichomeris flavocostella) - SU
IILEG6S250,DICHheri - a twirler moth (Dichomeris heriguronis) - SNA
IILEG6U100,DICHjunc - a twirler moth (Dichomeris juncidella) - SU
IILEG6U110,DICHleuc - a twirler moth (Dichomeris leuconotella) - SU
IILEG6U120,DICHlevi - a twirler moth (Dichomeris levisella) - SU
IILEG6S090,DICHligu - Palmerworm Moth (Dichomeris ligulella) - SNA
IILEG6S100,DICHmarg - Juniper Webworm Moth (Dichomeris marginella) - SNA
IILEG6S270,DICHmerc - a twirler moth (Dichomeris mercatrix) - SU
IILEG6V010,DICHnons - a twirler moth (Dichomeris nonstrigella) - SU
IILEG6S200,DICHochr - Shining Dichomeris Moth (Dichomeris ochripalpella) - SU
IILEG6S180,DICHoffu - a twirler moth (Dichomeris offula) - SU
IILEG6S190,DICHpunc - Many-spotted Dichomeris Moth (Dichomeris punctipennella) - SU
IILEG6V020,DICHpurp - a twirler moth (Dichomeris purpureofusca) - SU
IILEG6S140,DICHvacc - a twirler moth (Dichomeris vacciniella) - SU
IILEG24010,EIDOtrim - a twirler moth (Eido trimaculella) - SU
IILEG2F110,ELACacen - a grass miner moth (Elachista acenteta) - SU
IILEG2F290,ELACalbi - a grass miner moth (Elachista albicapitella) - SU
IILEG2F700,ELACalbi - a grass miner moth (Elachista albidella) - SU
IILEG2F720,ELACfrey - a grass miner moth (Elachista freyerella) - SU
IILEG2F210,ELACfuli - a grass miner moth (Elachista fuliginea) - SU
IILEG2H010,ELACille - a grass miner moth (Elachista illectella) - SNA
IILEG2F330,ELACmari - a grass miner moth (Elachista maritimella) - SU
IILEG2F030,ELACores - a grass miner moth (Elachista orestella) - SU
IILEG2F180,ELACsuba - a grass miner moth (Elachista subalbidella) - SU
IILEG4G010,ENCHdiss - a Gelechiid Moth (Enchrysa dissectella) - SU
IILEG0Q010,CALLarge - Orange-headed Epicallima Moth (Epicallima argenticinctella) - SU
IILEG4W050,EXOTneph - Pine Candle Moth (Exoteleia nepheos) - SU
IILEG5Z010,FILAabac - A Twirler Moth (Filatima abactella) - SU
IILEG5Z070,FILAbetu - a twirler moth (Filatima betulae) - SU
IILEG5Z380,FILApers - a twirler moth (Filatima persicaeella) - SU
IILEG4M010,GLAUpect - a twirler moth (Glauce pectenalaeella) - SU
IILEG2N070,GLYPsept - a twirler moth (Glyphidocera septentrionella) - SU
IILEG5K180,GNORgall - a twirler moth (Gnorimoschema gallaeasterella) - SU
IILEG5K190,GNORgall - Goldenrod Gall Moth (Gnorimoschema gallaesolidaginis) - SU
IILEG5K590,GNORnanu - a twirler moth (Gnorimoschema nanulum) - SU
IILEG6Q020,HELCmela - a gelechiid moth (Helcystogramma casca) - SNA
IILEG6Q050,HELCfern - Fernald's Helcystogramma Moth (Helcystogramma fernaldella) - SU
IILEG6Q070,HELCmela - a gelechiid moth (Helcystogramma melanocarpa) - SU
IILEG21010,HOFMpseu - Brown House Moth (Hofmannophila pseudospretella) - SNA
IILEG2Y050,HOLCchal - Sumac Micromoth (Holcocera chalcofrontella) - SU
IILEG2Y500,HOLCconc - a scavenger moth (Holcocera concolor) - SU
IILEG2Z020,HOLCimma - Conifer Micromoth (Holcocera immaculella) - SU
IILEG2Q110,HYPAsimp - a twirler moth (Hypatopa simplicella) - SU
IILEG2S010,HYPAtita - a twirler moth (Hypatopa titanella) - SU
IILEG48170,LANDimpo - a twirler moth (Landryia impositella) - SU
IILEG48300,LANDscin - a twirler moth (Landryia scintillifera) - SU
IILEG3R010,LIMNphra - Shy Cosmet Moth (Limnaecia phragmitella) - SU
IILEG09010,MACHtent - Golden-striped Leaftier Moth (Machimia tentoriferella) - SU
IILEG0Y020,MATHflip - a concealer moth (Mathildana flipria) - SU
IILEG0Y010,MATHnewm - Newman's Mathildana Moth (Mathildana newmanella) - SU
IILEG0L010,MENEtort - a grass miner moth (Menesta tortriciformella) - SU
IILEG4B010,METZlapp - Burdock Seedhead Moth (Metzneria lappella) - SNA
IILEG3B420,MOMPcape - a momphid moth (Mompha capella) - SU
IILEG3B120,MOMPclau - a momphid moth (Mompha claudiella) - SU
IILEG3B210,MOMPeloi - Red-streaked Mompha Moth (Mompha eloisella) - SU
IILEG3B340,MOMPterm - a momphid moth (Mompha terminella) - SU
IILEG4E030,MONOdisc - a twirler moth (Monochroa disconotella) - SU
IILEG4E060,MONOfrag - a twirler moth (Monochroa fragariae) - SU
IILEG4E110,MONOquin - a twirler moth (Monochroa quinquepunctella) - SU
IILEG54010,NEOTprae - a twirler moth (Neotelphusa praefixa) - SU
IILEG54020,NEOTquer - a twirler moth (Neotelphusa querciella) - SU
IILEG06030,NITEbetu - Black-dotted Birch Leaftier (Nites betulella) - SU
IILEG06010,NITEgrot - Hazel Leaftier (Nites grotella) - SU
IILEG44010,PERIerra - a cosmet moth (Perimede erransella) - SU
IILEG59160,PROLsexp - A Twirler Moth (Prolita sexpunctella) - SU
IILEG53050,PSEUwals - a twirler moth (Pseudochelaria walsinghami) - SU
IILEG0B020,PSILcryp - Black-fringed Leaftier Moth (Psilocorsis cryptolechiella) - SU
IILEG0B010,PSILquer - Oak Leaftier Moth (Psilocorsis quercicella) - SU
IILEG0B030,PSILrefl - Dotted Leaftier Moth (Psilocorsis reflexella) - SU
IILEG4T040,RECUnane - Lesser Bud Moth (Recurvaria nanella) - SNA
IILEG5N020,SCROatri - Goosefoot Groundling Moth (Scrobipalpa atriplicella) - SU
IILEG5N040,SCROmacr - A Twirler Moth (Scrobipalpa macromaculata) - SU
IILEG48140,SCYTfusc - a flower moth (Scythris fuscicomella) - SU
IILEG48060,SCYTinsp - a flower moth (Scythris inspersella) - SU
IILEG48280,SCYTlimb - Chenopodium Scythris Moth (Scythris limbella) - SNA
IILEG04050,SEMIauro - a gelechioid moth (Semioscopis aurorella) - SU
IILEG04030,SEMIinor - Poplar Micromoth (Semioscopis inornata) - SU
IILEG04040,SEMImega - a gelechioid moth (Semioscopis megamicrella) - SU
IILEG04020,SEMImerr - a gelechioid moth (Semioscopis merriccella) - SU
IILEG04010,SEMIpack - Packard's Concealer Moth (Semioscopis packardella) - SU
IILEG26030,STATaene - a moth (Stathmopoda aenea) - SU
IILEG4X010,TRYPprud - a moth (Trypanisma prudens) - SU
IILEG56040,XENOonta - a twirler moth (Xenolechia ontariensis) - SU
IILEG56060,XENOvela - A Twirler Moth (Xenolechia velatella) - SU
IILEH04010,BONDcomo - Prune Limb Borer (Bondia comonana) - SU
IILEH04020,BONDcres - Crescent-marked Bondia (Bondia crescentella) - SU
IILEH03010,CARPsasa - Peach Fruit Moth (Carposina sasakii) - SU
IILEH0C010,DIPLimpi - Yellow Nutsedge Moth (Diploschizia impigritella) - SU
IILEH06040,EPERalba - an epermeniid moth (Epermenia albapunctella) - SU
IILEH06050,EPERcicu - an epermeniid moth (Epermenia cicutaella) - SU
IILEH0A050,GLYPhawo - Haworth's Glyphipterid Moth (Glyphipterix haworthana) - SU
IILEH0A120,GLYPsist - a sedge moth (Glyphipterix sistes) - SU
IILEJ0N040,ACROasse - Leek Moth (Acrolepiopsis assectella) - SNA
IILEJ0L130,ARGYcana - a shiny head-standing moth (Argyresthia canadensis) - SU
IILEJ0L170,ARGYconj - Apple Fruit Moth (Argyresthia conjugella) - SNA
IILEJ0L230,ARGYfrey - a shiny head-standing moth (Argyresthia freyella) - SU
IILEJ0L250,ARGYgoed - Bronze Alder Moth (Argyresthia goedartella) - SU
IILEJ0L270,ARGYlari - Larch Shoot Moth (Argyresthia laricella) - SU
IILEJ0L350,ARGYorea - Cherry Shoot Borer Moth (Argyresthia oreasella) - SU
IILEJ0L530,ARGYprun - Cherry Fruit Moth (Argyresthia pruniella) - SNA
IILEJ0L490,ARGYthui - Arborvitae Leafminer Moth (Argyresthia thuiella) - SU
IILEJ0A010,ATTEaure - Ailanthus Webworm Moth (Atteva aurea) - SU
IILEJ0K030,EUHYgrac - an ermine moth (Euhyponomeutoides gracilariella) - SU
IILEJ0D020,OCNEstro - an ermine moth (Ocnerostoma strobivorum) - SU
IILEJ08100,PLUTxylo - Diamondback Moth (Plutella xylostella) - SU
IILEJ0T030,SCHRfest - Blackberry Skeletonizer (Schreckensteinia festaliella) - SU
IILEJ0G010,SWAMcaes - Yponomeutid Moth (Swammerdamia caesiella) - SU
IILEJ0J090,YPONcagn - Spindle Ermine Moth (Yponomeuta cagnagella) - SNA
IILEJ0J100,YPONmali - Apple Ermine (Yponomeuta malinellus) - SNA
IILEJ09050,YPSOcana - Canary Ypsolopha Moth (Ypsolopha canariella) - SU
IILEJ09090,YPSOdent - European Honeysuckle Leafroller (Ypsolopha dentella) - SNA
IILEJ09100,YPSOdent - a ypsolophid moth (Ypsolopha dentiferella) - SU
IILEJ0K040,ZELLhaim - Pine Needle Sheathminer (Zelleria haimbachi) - SU
IILEK06020,ALBUpyra - Fireweed Clearwing Moth (Albuna pyramidalis) - SU
IILEK0J020,ALCAcaud - Clematis Clearwing Moth (Alcathoe caudata) - SU
IILEK0G080,CARMcorn - a clearwing moth (Carmenta corni) - SU
IILEK0Q020,CHORdian - Diana's Choreutis Moth (Choreutis diana) - SU
IILEK0Q010,CHORpari - Apple Leaf Skeletonizer Moth (Choreutis pariana) - SNA
IILEK04060,PARAsimu - Hornet Clearwing (Paranthrene simulans) - SU
IILEK04030,PARAtaba - European Poplar Clearwing Moth (Paranthrene tabaniformis) - SU
IILEK01010,PENNmarg - Raspberry Crown Borer Moth (Pennisetia marginatum) - SU
IILEK0E020,PODOsyri - Lilac Borer Moth (Podosesia syringae) - SU
IILEK0M010,PROCinfl - Skullcap Skeletonizer Moth (Prochoreutis inflatella) - SU
IILEK09020,SESItibi - Cottonwood Crown Borer Moth (Sesia tibiale) - SU
IILEK0C090,SYNAacer - Maple Callus Borer Moth (Synanthedon acerni) - SU
IILEK0C010,SYNAacer - Maple Clearwing Moth (Synanthedon acerrubri) - SU
IILEK0C380,SYNAexit - Peachtree Borer Moth (Synanthedon exitiosa) - SNA
IILEK0C180,SYNAfulv - a clearwing moth (Synanthedon fulvipes) - SNA
IILEK0C340,SYNAkath - a clearwing moth (Synanthedon kathyae) - SU
